"id","profileName","text","date","title","rating","images","helpful","Colour"
"R3LA93JK1ZC2YR","Jayant Shelke","I like this product because the best features, big display, amazing sports tracking features, andI use the watch for sports.And I have to say one thing I have two watchsFirst is boat Strom and second is boat xtendBut my favourite is boat xtend.","Reviewed in India on 8 September 2021","Amazing watch",5,"https://m.media-amazon.com/images/I/B1M2H16ojoS.jpg
https://m.media-amazon.com/images/I/C1kscwaU7qS.jpg",1,"Deep Blue"
"R9COWAW3RJD2W","Naveen Kumar","I cant Connect to phone  .there  is  a lot of  issues in connection","Reviewed in India on 21 April 2022","I can't  connect with my phone  .there  is  a lot of  issues in connection",2,"",0,"Charcoal Black"
"R23AFRLHJ0D3T","Ripu tiwari","Whenever you lift your hand it need sometime to think that weather it should show you time or not..wake up gesture is worst in class..","Reviewed in India on 3 September 2021","Wakeup gesture is worst than in any other smart watch",3,"",0,"Olive Green"
"RR6XVDZTP49WN","Shraddha V.","I like this product, working good","Reviewed in India on 16 March 2022","Nice product",5,"",0,"Pitch Black"
"RVWUP9PC49FXX","Rutvik gune"," I got damage product ,strip was scratch and screen had marks I was replacement my friend gifted me ke this","Reviewed in India on 9 October 2021","Damage product",3,"",0,"Pitch Black"
"R2BG7RZ9BMQHAZ","Dhritiman","Small problems in synchronisation of the mobile app with the watch.","Reviewed in India on 27 February 2022","Good watch at a decent price.",5,"",0,"Pitch Black"
"R9QZABAMVX2B5","Kindle Customer","If  your buying this product, just because it's value is less compared to the other branded smart watches, then I prefer you to read the below pros and cons.What I liked in the product :1) design of the watch looks amazing.2) the addon feature of alexa in the smart watch with the price range is bonus, which most of us think to buy this.What I didn't like :1) the touch is so slow that you might feel frustrated2) I have faced the problem while connecting alexa in the watch. It was showing as javascript error.If you really want to experience the speed and the product quality, I would prefer you to look alternative and think twice before buying this product. There are plenty of people who might have purchased the product and given 5 star.either they have stated it because of the design and the feature of alexa. But at the end. You either will be fed up with the lagging of the watch or you might adapt.","Reviewed in India on 8 February 2022","It may be worth for money but not valued for product",1,"","2","Pitch Black"
"RUBIZ11IN9RGH","Syed Ramish","Loved It!!I am used it for 1year & its not at all damaged & Superb..If u r looking for watch under 3k...Go for it!!🤍","Reviewed in India on 27 December 2021","Superb, Value for money ..",5,"https://m.media-amazon.com/images/I/71dwdnmIO+L.jpg",0,"Pitch Black"
"R3TUPA5MOSI9J","Muthu S","Only one drawback of this watch, Battery performance just two days only.","Reviewed in India on 16 November 2021","Battery life not enough",3,"",0,"Deep Blue"
"R18JLNU1X3F804","K.Gokul",,"Reviewed in India on 30 March 2022","It's great 👍",5,"https://m.media-amazon.com/images/I/61MJYQvVgzL.jpg",0,"Sandy Cream"
"R24VDOPO71ZOJN","Dr.Siddharth Singh","I am continuing try to call service centre but no response...very bad experience.Trying from last 3 days continuously but phone is not attending.Oxygen monitor always shows 97% saturation all time .Step monitor also show less steps and kms.Built quality is very poor.. Horrible experience.","Reviewed in India on 3 February 2022","Built Quality is not good.With in one and half month back cover of is broken.",2,"https://m.media-amazon.com/images/I/51XripGB24L.jpg",0,"Charcoal Black"
"R2SPLO4NRW9KWV","Pawan Kumar","This watch super styles and bettery backup is too much","Reviewed in India on 5 March 2022","Best and best product",5,"",0,"Olive Green"
"R21D0KGGLOWFBH","Anantashiroor","Very nice product","Reviewed in India on 29 March 2022","Very good product",5,"",0,"Sandy Cream"
"R323KK5QUM9IXR","Mahendar Goud","Overall good but little more accurate.","Reviewed in India on 13 August 2021","Best in this price",4,"https://m.media-amazon.com/images/I/B1v4Ykdf8rS.jpg",0,"Pitch Black"
"R3CVYL14QNRMEZ","Hemalata Gharat","A nice product by boAt 😊 you should buy it if want a durable watch and very easy to handle. I am happy with this thanks #boAt.","Reviewed in India on 23 December 2021","Thanks to boAt for such a nice product ☺️.",5,"https://m.media-amazon.com/images/I/51HG+1ZAasL.jpg
https://m.media-amazon.com/images/I/71zhoVc6umL.jpg",0,"Pitch Black"
"R2GIA97FTHFNFP","Neeraj",,"Reviewed in India on 27 December 2021","Touch is not responsive and there is glitches in screen change",3,"https://m.media-amazon.com/images/I/61dbCZilyjL.jpg",0,"Charcoal Black"
"R34F8DLAZIHTFT","Santosh Kumar","Nice","Reviewed in India on 14 September 2021","Nice product",4,"",0,"Deep Blue"
"RKR91XB6FHDDU","praveen","Superb","Reviewed in India on 1 April 2022","Awesome",5,"",0,"Sandy Cream"
"RE8OI127P691P","Ashish","Watch review (Issues seen so far)- Bluetooth connectivity is worst. Gets disconnected if moved 2-3 meters away- Tilt to wake not working as expected.- Sp02 reading inaccurate- Boat wave app has many issues","Reviewed in India on 11 July 2021","Ok ok watch",3,"",0,"Sandy Cream"
"R2NYBFZ7C1MTRN","KB Jashi","If audio was also available it would be great but vibration is also fine as we are buying such a watch to wear it all the time so that it can generate the health data.I feel it's accurate.Really good watch under an affordable Price 😉Worth it!","Reviewed in India on 1 September 2021","Awesome 😎👍🏻",5,"",0,"Pitch Black"
"R10WC8T7QNC5FL","ROHAN timus"," APPEARANCE* Sleek as apple watch* Strong metallic body* Vibrant coloursPros* Value for money* Good finishing* Stress montor available* Alexa inbuiltCons*No suitable for rough use*Cringy display , very slow display*New watch faces dosent work*Every time watch needs an restart, when you update your settings******************************************This review is based on my personal use !Any update in watch would increase performance in future","Reviewed in India on 12 July 2021","MUST READ THIS BEFORE YOU BUY",5,"https://images-na.ssl-images-amazon.com/images/I/A1yI0NYKqyL.jpg","56","Deep Blue"
"R3QJ7AZ5CS88SW","Hardikgohite","It works perfectly,  alexa is too accurate, waterproof (i have tested). Just buy it dont think, cause you can replace it!","Reviewed in India on 20 January 2022","Best watch under 5000",5,"",0,"Pitch Black"
"R2DIKP3V3IG41Q","Pramod Potpelwar","Best in its segment & Price range as camper to competition","Reviewed in India on 27 February 2022","Over all good Quality",5,"",0,"Sandy Cream"
"RFJBB7LFCGW54","Viren Bhuptani","Have been using this for a over a month and the performance is flawless! Battery is amazing too!","Reviewed in India on 2 February 2022","Value for money",5,"",0,"Pitch Black"
"R2KG4TEMDI8I5S","SABANA YESMIN","Battery life is far so good","Reviewed in India on 4 August 2021","Overall good",4,"",0,"Olive Green"
"R2D8TLTV8GOX9C","Shweta","Received my Smart watch , the watch looks premium and has the best display.Touch response is good.Spo2 and heart monitor gives accurate results and helps to keep a good track on fitness.Connectivity is smooth and display is big.Its built in alexa voice assistant features makes experience smoother.Battery life is pretty good.Overall I found it totally worth of amount","Reviewed in India on 16 July 2021","Amazing",5,"",1,"Sandy Cream"
"RPVKU1193JE8T","Dr Satish .Nayar","Nice watch but Alex not completely work","Reviewed in India on 29 July 2021","Alex not completely work",4,"",0,"Pitch Black"
"R3G6VRQJ5QVUSO","Sunil Kumar Singhal","I RECOMMEND TO BUY IT THE PROBLEM OF NOT CONNECTING IS SOLVED BUT I FACE ONLY ONE PROBLEM IF YOU USE ALL FEATURES LIKE SPO2 HEART BEAT SENSOR AND SPORTS MODE UOU CAN GET ONLY 4 DAY BATTERY STAND-BY . SLICK DESIGN BETTER DURABILITY AND LIGHT WEIGHT. 💪❤️ YOU CAN BUY IT FOR SURE 🤞🤞..","Reviewed in India on 4 August 2021","VERY GOOD PRODUCT",5,"",0,"Olive Green"
"RJ6MK89TSKHL0","Navnit Kumar","Product is good and useful","Reviewed in India on 18 August 2021","Boat",4,"",0,"Olive Green"
"R2LM7MAUXQ02UL","anusha","Ok","Reviewed in India on 5 April 2022","Ok",5,"",0,"Sandy Cream"
"R1H61RMXFJWE5H","Nirav Parmar","Screen recording feature not work properly","Reviewed in India on 3 August 2021","All over good but sleep not recording",4,"https://m.media-amazon.com/images/I/C1Y5hf3j+wS.jpg",0,"Pitch Black"
"R3BZJAHVOERAHL","Parmeshwar patil","Very bad watch","Reviewed in India on 12 September 2022","Very bad",1,"",0,"Sandy Cream"
"R3LVUO44R52PS5","Sivakumar","This is my first smart watch, simply superb","Reviewed in India on 20 July 2021","Simply superb",4,"",0,"Pitch Black"
"R3M7NNP4Q61ZUT","PARASHURAM SURYAWANSHI","watch quality is best and dial model is good.  It is one modern type watch.","Reviewed in India on 9 February 2022","watch model and colour is correct",5,"",0,"Pitch Black"
"R1X044ABY5NUGQ","Mahasweta karmakar",,"Reviewed in India on 29 April 2022","I'm so happy with this my first smartwatch 😍😍",5,"https://m.media-amazon.com/images/I/81YhgRNFNSL.jpg",0,"Sandy Cream"
"R2WAKAHA2WC2WA","Saurabh Rai","Alexa with limited usage .Product name as indicated with inbuilt Alexa.But not at usefull not ,even calling functions with Alexa.","Reviewed in India on 12 August 2022","Alexa is misleading as built in-no usefull features",1,"",0,"Charcoal Black"
"R33QHAVAVR9XEV","Sk summaya Ashraf"," Good go for it","Reviewed in India on 17 April 2022","Good",5,"",0,"Sandy Cream"
"RMW6NYS1MFGGE","Arvind","The product looks goods and will say it’s worth the money","Reviewed in India on 26 February 2022","Worth the money",5,"",0,"Sandy Cream"
"R2QR95SFHUZGHV","Nitish garg"," This watch is good,Does good tracking of vitalsTouch screen great.. Looks good... Wallpaper okayBut sorry to say Mobile App se na ho payegaBecause of it, syncing lags, hanging of watch itself too","Reviewed in India on 12 October 2022","Product okay.. App not",3,"https://m.media-amazon.com/images/I/61vo7m0VvGL.jpg",0,"Charcoal Black"
"R2GXZ7XEBC6FKL","Rajvi Pandya","Everything is good, but battery life drains a lot. After charging once it gets drained in 3 days... I have to charge every 48-36 hours. This is the pic after charging of 48 hours. Bad battery life.","Reviewed in India on 19 February 2022","Battery life is very bad othrwise would have given 5 stars",2,"https://m.media-amazon.com/images/I/61cAAIVZGfL.jpg",0,"Sandy Cream"
"R3V5I0PUDLCD4Z","Rithik","UI can be improved","Reviewed in India on 16 August 2021","Not the best",4,"",0,"Deep Blue"
"R2S8L0OEAU5K5H","Shaahin","Xtend with Alexa doesn't have camera control/remote option, calling optn or Blood pressure monitor if you are not specific about them go for it.","Reviewed in India on 26 August 2022","Insight",4,"",0,"Charcoal Black"
"R17Q85C5184WG3","Manigandan","Great Amazon  boat smart watch, I brought smart watch in offer. Great smart watch.","Reviewed in India on 12 February 2022","Amazon boat Best watch",5,"https://m.media-amazon.com/images/I/41GyxtcybiL.jpg",0,"Pitch Black"
"R1ZOVRLVSUL2MJ","RATHOD SANTOSH","Very poor quality product","Reviewed in India on 12 September 2022","Poor",1,"",1,"Charcoal Black"
"R1TECPDFE2ND8T","Mira Bhatt","Very good watch :)","Reviewed in India on 25 March 2022","Very good!",5,"",0,"Pitch Black"
"RB0SZY5OV51U2","Nishant"," REALLY DISOPPOINTED!!I ordered this watch after I saw the reviews and all and that was pretty good.But in my experience this was my BAD DECISION to go with Boat watch.Its been just 2 weeks I'm using this watch and the AWAKE GESTURE has stopped working. There are no pick up service available from Boat. I have to go to the service centre to register my complaint. THIS IS TOO MUCH.DEAR BOAT, Please resolve my query asap.","Reviewed in India on 29 August 2021","Awake Gesture stopped working",2,"","23","Pitch Black"
"R36TVMQ8IQYGL9","Dev","The product look is very good 👍 and the best watch under 4000 in features ,quality and lookYou can close your eyes and buy it","Reviewed in India on 26 December 2021","Brilliant product",5,"",0,"Pitch Black"
"R1PWYCO4CDYUD","Hussain Modi","The watch is nice but my belt was broken in 1 week, sleep moniter is no working and alexa is no responding some times.","Reviewed in India on 10 January 2022","Sleep moniter is not working properly",5,"",0,"Pitch Black"
"R2O99Z250Z7USC","Ankit Srivastav","For what u purchase watch watching time you can also see in ur mobile Or in analog watchFor notifications ur mobile also vibrates you can get notified by it alsoCalling is not there music is not thereYou have to charge it in every 2-3 daysTracking of walking sleeping running all is a lie that are never accurate heart rate tracking is also not accurateAnd i got a another product instead of this.","Reviewed in India on 22 November 2021","Money waste in all smart watches.",2,"https://m.media-amazon.com/images/I/71W4SGKjj1L.jpg",0,"Pitch Black"
"R10NKK5SQJTFON","High Sky","Nice. 5 star","Reviewed in India on 27 March 2022","Good",5,"",0,"Sandy Cream"
"RV7IME11DIVHZ","Amar","Bold display","Reviewed in India on 28 August 2021","Nice watch",4,"https://m.media-amazon.com/images/I/61uBXqj4a8L.jpg",0,"Deep Blue"
"R3STK0ELUCC5SK","Aman shekhani","Great watch In this Budget you will not find this kind of watch In this Budget Battery life is Also great work around 7-8 days And it's also accurate","Reviewed in India on 11 December 2021","Great watch In this Budget",5,"",0,"Pitch Black"
"R22VLYJL68OPGS","mangesh gaikwad","It's counting steps while i driving bike😂.Overall performance is good.","Reviewed in India on 17 November 2021","It's counting steps while i driving bike😂",3,"https://m.media-amazon.com/images/I/81QxK8nyr-L.jpg",1,"Pitch Black"
"R1OSDHSKZSVK8I","Mallay","You could go for better in this range","Reviewed in India on 30 November 2021","AVERAGE",3,"",0,"Olive Green"
"R1MNHW5RJPWRRF","Amazon Customer","Ok for d price","Reviewed in India on 17 December 2021","Ok",3,"",0,"Sandy Cream"
"R2EYD5BF354WBO","Omkar Shirtode","Sensors not accurate and app draining too much battery of mobile.Standalone ok.","Reviewed in India on 10 November 2021","Syncing issue",3,"",0,"Pitch Black"
"R29PAHYMEWF1GA","vinod antony","Superb","Reviewed in India on 31 March 2022","Superb",5,"",0,"Pitch Black"
"R7Y0I0BZ33V6K","Brain_wanderer","It will always disconnect with phone, no matter you give all the permissions.Accuracy is very bad.Battery backup is not more than 2-3 days with minimum usage.","Reviewed in India on 22 March 2022","Waste of money",2,"",1,"Pitch Black"
"R2XT8HYSEBS955","Geetanjali","its good","Reviewed in India on 2 September 2021","good but ima give it 4 stars",4,"",0,"Deep Blue"
